"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2023,"Arsenal","Premier League","Gabriel Jesus","BRA","FW","25",1997,22.9,11,76,31,40.8,3.31,1.35,0.13,0.32,10.6,0,1,1,14,13.2,0.18,-3,-3.2,"https://fbref.com/en/players/b66315ae/Gabriel-Jesus"
2023,"Arsenal","Premier League","Jorginho","ITA","MF","30",1991,9.5,0,6,0,0,0.63,0,0,NA,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/45db685d/Jorginho"
2023,"Arsenal","Premier League","Jakub Kiwior","POL","DF","22",2000,4.7,1,1,1,100,0.21,0.21,1,1,10,0,0,0,0.1,0.1,0.09,0.9,0.9,"https://fbref.com/en/players/dc3e663e/Jakub-Kiwior"
2023,"Arsenal","Premier League","Marquinhos","BRA","MF","19",2003,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/59878425/Marquinhos"
2023,"Arsenal","Premier League","Martinelli","BRA","FW","21",2001,31,15,79,30,38,2.55,0.97,0.19,0.5,15.4,2,0,0,9.3,9.3,0.12,5.7,5.7,"https://fbref.com/en/players/48a5a5d6/Martinelli"
2023,"Arsenal","Premier League","Reiss Nelson","ENG","FW","22",1999,2.4,3,12,7,58.3,5.09,2.97,0.25,0.43,16.4,1,0,0,1.1,1.1,0.09,1.9,1.9,"https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson"
2023,"Arsenal","Premier League","Eddie Nketiah","ENG","FW","23",1999,12.1,4,41,14,34.1,3.39,1.16,0.1,0.29,11.3,0,0,0,8.2,8.2,0.2,-4.2,-4.2,"https://fbref.com/en/players/a53649b7/Eddie-Nketiah"
2023,"Arsenal","Premier League","Ethan Nwaneri","ENG","FW","15",2007,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7f94982c/Ethan-Nwaneri"
2023,"Arsenal","Premier League","Thomas Partey","GHA","MF","29",1993,27.6,3,28,4,14.3,1.01,0.14,0.11,0.75,20.4,0,0,0,2.2,2.2,0.08,0.8,0.8,"https://fbref.com/en/players/529f49ab/Thomas-Partey"
2023,"Arsenal","Premier League","Aaron Ramsdale","ENG","GK","24",1998,38,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
2023,"Arsenal","Premier League","Bukayo Saka","ENG","FW","20",2001,35.3,14,86,29,33.7,2.43,0.82,0.14,0.41,16.3,1,2,3,11.2,9.1,0.11,2.8,2.9,"https://fbref.com/en/players/bc7dc64d/Bukayo-Saka"
2023,"Arsenal","Premier League","William Saliba","FRA","DF","21",2001,26.8,2,6,3,50,0.22,0.11,0.33,0.67,13.8,0,0,0,0.9,0.9,0.15,1.1,1.1,"https://fbref.com/en/players/972aeb2a/William-Saliba"
2023,"Arsenal","Premier League","Albert Sambi Lokonga","BEL","MF","22",1999,2.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga"
2023,"Arsenal","Premier League","Emile Smith Rowe","ENG","MF,FW","22",2000,1.9,0,4,1,25,2.09,0.52,0,0,15.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,"https://fbref.com/en/players/17695062/Emile-Smith-Rowe"
2023,"Arsenal","Premier League","Cédric Soares","POR","DF","30",1991,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/839c14e1/Cedric-Soares"
2023,"Arsenal","Premier League","Kieran Tierney","SCO","DF","25",1997,8.8,0,7,2,28.6,0.79,0.23,0,0,23.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/fce2302c/Kieran-Tierney"
2023,"Arsenal","Premier League","Takehiro Tomiyasu","JPN","DF","23",1998,7.4,0,3,0,0,0.41,0,0,NA,12.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,"https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu"
2023,"Arsenal","Premier League","Leandro Trossard","BEL","FW","27",1994,10.3,1,17,5,29.4,1.64,0.48,0.06,0.2,17.5,0,0,0,1.8,1.8,0.11,-0.8,-0.8,"https://fbref.com/en/players/38ceb24a/Leandro-Trossard"
2023,"Arsenal","Premier League","Fabio Vieira","POR","MF,FW","22",2000,5.7,1,15,2,13.3,2.63,0.35,0.07,0.5,20.1,0,0,0,0.8,0.8,0.06,0.2,0.2,"https://fbref.com/en/players/6412cc03/Fabio-Vieira"
2023,"Arsenal","Premier League","Ben White","ENG","DF","24",1997,33.9,2,10,2,20,0.29,0.06,0.2,1,16.7,0,0,0,1.3,1.3,0.13,0.7,0.7,"https://fbref.com/en/players/35e413f1/Ben-White"
2023,"Arsenal","Premier League","Granit Xhaka","SUI","MF","29",1992,33.3,7,40,14,35,1.2,0.42,0.18,0.5,16.6,3,0,0,4.7,4.7,0.12,2.3,2.3,"https://fbref.com/en/players/e61b8aee/Granit-Xhaka"
2023,"Arsenal","Premier League","Oleksandr Zinchenko","UKR","DF","25",1996,23.5,1,28,7,25,1.19,0.3,0.04,0.14,22.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko"
2023,"Arsenal","Premier League","Martin Ødegaard","NOR","MF","23",1998,34.7,15,93,31,33.3,2.68,0.89,0.16,0.48,19.2,9,0,0,10,10,0.11,5,5,"https://fbref.com/en/players/79300479/Martin-Odegaard"
2023,"Aston Villa","Premier League","Cameron Archer","ENG","FW,MF","21",2001,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/05e8ca6d/Cameron-Archer"
2023,"Aston Villa","Premier League","Ludwig Augustinsson","SWE","DF","28",1994,0.9,0,2,1,50,2.34,1.17,0,0,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson"
2023,"Aston Villa","Premier League","Leon Bailey","JAM","FW,MF","24",1997,21.9,4,51,14,27.5,2.33,0.64,0.08,0.29,18.1,3,0,0,5.3,5.3,0.1,-1.3,-1.3,"https://fbref.com/en/players/3a233281/Leon-Bailey"
2023,"Aston Villa","Premier League","Jan Bednarek","POL","DF","26",1996,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/4115ce4e/Jan-Bednarek"
2023,"Aston Villa","Premier League","Emi Buendía","ARG","MF,FW","25",1996,26.8,5,49,11,22.4,1.83,0.41,0.1,0.45,15.9,2,0,0,6.3,6.3,0.13,-1.3,-1.3,"https://fbref.com/en/players/66b76d44/Emi-Buendia"
2023,"Aston Villa","Premier League","Diego Carlos","BRA","DF","29",1993,2.3,0,4,0,0,1.76,0,0,NA,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,"https://fbref.com/en/players/b4a014b1/Diego-Carlos"
2023,"Aston Villa","Premier League","Matty Cash","POL","DF","24",1997,20.2,0,7,1,14.3,0.35,0.05,0,0,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,"https://fbref.com/en/players/2389cdc2/Matty-Cash"
2023,"Aston Villa","Premier League","Calum Chambers","ENG","DF,MF","27",1995,3.9,0,2,0,0,0.51,0,0,NA,21.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,"https://fbref.com/en/players/dc6f5bdd/Calum-Chambers"
2023,"Aston Villa","Premier League","Philippe Coutinho","BRA","MF,FW","30",1992,8.8,1,21,8,38.1,2.4,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.07,-0.4,-0.4,"https://fbref.com/en/players/0ef89a37/Philippe-Coutinho"
2023,"Aston Villa","Premier League","Leander Dendoncker","BEL","MF","27",1995,7.7,0,2,0,0,0.26,0,0,NA,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/5a7301ae/Leander-Dendoncker"
2023,"Aston Villa","Premier League","Lucas Digne","FRA","DF","29",1993,16.7,1,8,3,37.5,0.48,0.18,0.13,0.33,20.5,4,0,0,0.4,0.4,0.05,0.6,0.6,"https://fbref.com/en/players/1b84dbe1/Lucas-Digne"
2023,"Aston Villa","Premier League","Jhon Durán","COL","FW,MF","18",2003,1.5,0,7,2,28.6,4.63,1.32,0,0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,"https://fbref.com/en/players/414184f7/Jhon-Duran"
2023,"Aston Villa","Premier League","Danny Ings","ENG","FW","30",1992,9.2,6,25,12,48,2.73,1.31,0.16,0.33,15.5,0,2,2,5.3,3.8,0.15,0.7,0.2,"https://fbref.com/en/players/07802f7f/Danny-Ings"
2023,"Aston Villa","Premier League","Boubacar Kamara","FRA","MF","22",1999,19.7,0,4,1,25,0.2,0.05,0,0,29.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/cc77354e/Boubacar-Kamara"
2023,"Aston Villa","Premier League","Ezri Konsa","ENG","DF","24",1997,36.9,0,8,0,0,0.22,0,0,NA,8,0,0,0,1.1,1.1,0.13,-1.1,-1.1,"https://fbref.com/en/players/0313a347/Ezri-Konsa"
2023,"Aston Villa","Premier League","Douglas Luiz","BRA","MF","24",1998,32.5,6,34,12,35.3,1.05,0.37,0.18,0.5,25,7,0,0,2.8,2.8,0.08,3.2,3.2,"https://fbref.com/en/players/6f7d826d/Douglas-Luiz"
2023,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","29",1992,34.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
2023,"Aston Villa","Premier League","John McGinn","SCO","MF,FW","27",1994,29.9,1,42,11,26.2,1.4,0.37,0.02,0.09,23.6,0,0,0,2.4,2.4,0.06,-1.4,-1.4,"https://fbref.com/en/players/90f91999/John-McGinn"
2023,"Aston Villa","Premier League","Tyrone Mings","ENG","DF","29",1993,35,1,7,2,28.6,0.2,0.06,0.14,0.5,12.1,0,0,0,1.2,1.2,0.17,-0.2,-0.2,"https://fbref.com/en/players/8397a50c/Tyrone-Mings"
2023,"Aston Villa","Premier League","Álex Moreno","ESP","DF","29",1993,14.8,0,13,3,23.1,0.88,0.2,0,0,18.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6,"https://fbref.com/en/players/16e9d0ea/Alex-Moreno"
2023,"Aston Villa","Premier League","Robin Olsen","SWE","GK","32",1990,3.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
2023,"Aston Villa","Premier League","Jacob Ramsey","ENG","MF,FW","21",2001,29.3,6,33,13,39.4,1.13,0.44,0.18,0.46,15.9,0,0,0,5,5,0.15,1,1,"https://fbref.com/en/players/1544f145/Jacob-Ramsey"
2023,"Aston Villa","Premier League","Morgan Sanson","FRA","MF","27",1994,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/6e7f1353/Morgan-Sanson"
2023,"Aston Villa","Premier League","Bertrand Traoré","BFA","FW,MF","26",1995,2.6,2,9,3,33.3,3.48,1.16,0.22,0.67,16.4,0,0,0,0.7,0.7,0.08,1.3,1.3,"https://fbref.com/en/players/c47541e0/Bertrand-Traore"
2023,"Aston Villa","Premier League","Ollie Watkins","ENG","FW","26",1995,34.7,15,84,45,53.6,2.42,1.3,0.17,0.31,12.6,0,1,2,16.5,14.9,0.18,-1.5,-0.9,"https://fbref.com/en/players/aed3a70f/Ollie-Watkins"
2023,"Aston Villa","Premier League","Ashley Young","ENG","DF","37",1985,22.6,1,15,3,20,0.66,0.13,0.07,0.33,25.1,0,0,0,0.5,0.5,0.03,0.5,0.5,"https://fbref.com/en/players/be927d03/Ashley-Young"
2023,"Atalanta","Serie A","Jeremie Boga","CIV","MF,FW","25",1997,8.7,2,13,3,23.1,1.5,0.35,0.15,0.67,20.2,2,0,0,1.9,1.9,0.14,0.1,0.1,"https://fbref.com/en/players/fe012aca/Jeremie-Boga"
2023,"Atalanta","Serie A","Tommaso De Nipoti","ITA","MF","19",2003,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7f9d956a/Tommaso-De-Nipoti"
2023,"Atalanta","Serie A","Merih Demiral","TUR","DF","24",1998,17.1,1,6,1,16.7,0.35,0.06,0.17,1,13.7,0,0,0,0.7,0.7,0.12,0.3,0.3,"https://fbref.com/en/players/e3cceee6/Merih-Demiral"
2023,"Atalanta","Serie A","Berat Djimsiti","ALB","DF","29",1993,20,0,5,0,0,0.25,0,0,NA,7.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6,"https://fbref.com/en/players/6eee05f1/Berat-Djimsiti"
2023,"Atalanta","Serie A","Éderson","BRA","MF","23",1999,24.6,1,36,10,27.8,1.46,0.41,0.03,0.1,21.3,0,0,0,2,2,0.06,-1,-1,"https://fbref.com/en/players/a9202def/Ederson"
2023,"Atalanta","Serie A","Hans Hateboer","NED","DF","28",1994,15.5,1,12,4,33.3,0.77,0.26,0.08,0.25,10.5,0,0,0,1.3,1.3,0.11,-0.3,-0.3,"https://fbref.com/en/players/3b333ac3/Hans-Hateboer"
2023,"Atalanta","Serie A","Rasmus Højlund","DEN","FW","19",2003,20.4,9,54,28,51.9,2.65,1.37,0.17,0.32,12.9,0,0,0,9.5,9.5,0.18,-0.5,-0.5,"https://fbref.com/en/players/491a433d/Rasmus-Hojlund"
2023,"Atalanta","Serie A","Teun Koopmeiners","NED","MF","24",1998,31.8,10,55,23,41.8,1.73,0.72,0.15,0.35,21.9,6,2,4,7.6,4.3,0.08,2.4,3.7,"https://fbref.com/en/players/a26fb8aa/Teun-Koopmeiners"
2023,"Atalanta","Serie A","Ademola Lookman","NGA","FW,MF","24",1997,19.2,13,49,23,46.9,2.55,1.2,0.2,0.43,15.8,1,3,3,9.1,6.7,0.14,3.9,3.3,"https://fbref.com/en/players/7c104bb7/Ademola-Lookman"
2023,"Atalanta","Serie A","José Luis Palomino","ARG","DF","32",1990,8.4,1,6,3,50,0.71,0.36,0.17,0.33,12.6,0,0,0,0.5,0.5,0.09,0.5,0.5,"https://fbref.com/en/players/921f6058/Jose-Luis-Palomino"
2023,"Atalanta","Serie A","Ruslan Malinovskyi","UKR","MF,FW","29",1993,6.1,1,19,6,31.6,3.09,0.98,0.05,0.17,25.6,0,0,0,0.6,0.6,0.03,0.4,0.4,"https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi"
2023,"Atalanta","Serie A","Luis Muriel","COL","FW,MF","31",1991,11.9,3,33,8,24.2,2.77,0.67,0.06,0.25,20.6,4,1,1,2.8,2,0.06,0.2,0,"https://fbref.com/en/players/eb2fe5b6/Luis-Muriel"
2023,"Atalanta","Serie A","Juan Musso","ARG","GK","28",1994,23.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a111cf41/Juan-Musso"
2023,"Atalanta","Serie A","Joakim Mæhle","DEN","DF,MF","25",1997,24.5,3,26,6,23.1,1.06,0.24,0.12,0.5,18.5,0,0,0,3,3,0.12,0,0,"https://fbref.com/en/players/c459a650/Joakim-Maehle"
2023,"Atalanta","Serie A","Caleb Okoli","ITA","DF","21",2001,10.7,0,7,2,28.6,0.66,0.19,0,0,12.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/8ec109e6/Caleb-Okoli"
2023,"Atalanta","Serie A","Mario Pašalić","CRO","MF,FW","27",1995,19.7,5,32,8,25,1.63,0.41,0.16,0.63,12.1,0,0,0,5.7,5.7,0.18,-0.7,-0.7,"https://fbref.com/en/players/e599253a/Mario-Pasalic"
2023,"Atalanta","Serie A","Marten de Roon","NED","MF","31",1991,32.9,3,19,5,26.3,0.58,0.15,0.16,0.6,20.6,0,0,0,1.1,1.1,0.06,1.9,1.9,"https://fbref.com/en/players/2a1beb34/Marten-de-Roon"
2023,"Atalanta","Serie A","Francesco Rossi","ITA","GK","31",1991,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
2023,"Atalanta","Serie A","Matteo Ruggeri","ITA","DF,MF","20",2002,9.2,0,10,1,10,1.09,0.11,0,0,16.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,"https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri"
2023,"Atalanta","Serie A","Giorgio Scalvini","ITA","DF","18",2003,25.9,2,17,4,23.5,0.66,0.15,0.12,0.5,11.2,0,0,0,2,2,0.12,0,0,"https://fbref.com/en/players/1e9aa637/Giorgio-Scalvini"
2023,"Atalanta","Serie A","Brandon Soppy","FRA","DF","20",2002,7.1,0,7,2,28.6,0.98,0.28,0,0,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/28f66c2e/Brandon-Soppy"
2023,"Atalanta","Serie A","Marco Sportiello","ITA","GK","30",1992,14.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
2023,"Atalanta","Serie A","Rafael Tolói","ITA","DF","31",1990,30.9,2,29,9,31,0.94,0.29,0.07,0.22,13.2,0,0,0,2.8,2.8,0.1,-0.8,-0.8,"https://fbref.com/en/players/c56dc39e/Rafael-Toloi"
2023,"Atalanta","Serie A","Lukáš Vorlický","CZE","MF,FW","20",2002,0.3,0,1,1,100,3.75,3.75,0,0,24.1,0,0,0,0,0,0.05,0,0,"https://fbref.com/en/players/f052fb01/Lukas-Vorlicky"
2023,"Atalanta","Serie A","Duván Zapata","COL","FW","31",1991,15.4,2,41,8,19.5,2.65,0.52,0.05,0.25,15.6,0,0,0,3.9,3.9,0.1,-1.9,-1.9,"https://fbref.com/en/players/d3de9af0/Duvan-Zapata"
2023,"Atalanta","Serie A","Davide Zappacosta","ITA","DF","30",1992,16.3,4,25,10,40,1.53,0.61,0.16,0.4,16.6,0,0,0,1.5,1.5,0.06,2.5,2.5,"https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta"
2023,"Atalanta","Serie A","Nadir Zortea","ITA","DF,MF","23",1999,2.5,1,4,3,75,1.62,1.22,0.25,0.33,20.4,0,0,0,0.1,0.1,0.03,0.9,0.9,"https://fbref.com/en/players/82598b71/Nadir-Zortea"
2023,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","21",2000,7.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
2023,"Athletic Club","La Liga","Yeray Álvarez","ESP","DF","27",1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1,16,0,0,0,0.8,0.8,0.1,0.2,0.2,"https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez"
2023,"Athletic Club","La Liga","Mikel Balenziaga","ESP","DF","34",1988,1.3,0,1,0,0,0.78,0,0,NA,24.4,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/1fe67e86/Mikel-Balenziaga"
2023,"Athletic Club","La Liga","Yuri Berchiche","ESP","DF","32",1990,26.7,1,28,7,25,1.05,0.26,0.04,0.14,20.4,0,0,0,1.3,1.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/b6e50615/Yuri-Berchiche"
2023,"Athletic Club","La Liga","Álex Berenguer","ESP","FW","27",1995,25.5,4,56,19,33.9,2.19,0.74,0.07,0.21,18,4,0,0,4.3,4.3,0.08,-0.3,-0.3,"https://fbref.com/en/players/dc1c2fce/Alex-Berenguer"
2023,"Athletic Club","La Liga","Ander Capa","ESP","DF","30",1992,1.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/37f1cf47/Ander-Capa"
2023,"Athletic Club","La Liga","Malcom Abdulai Ares Djalo","ESP","FW,MF","20",2001,0.9,0,3,0,0,3.21,0,0,NA,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/a461f098/Malcom-Abdulai-Ares-Djalo"
2023,"Athletic Club","La Liga","Dani García","ESP","MF","32",1990,16.5,0,9,0,0,0.55,0,0,NA,18.2,0,0,0,1.4,1.4,0.16,-1.4,-1.4,"https://fbref.com/en/players/240d3a0b/Dani-Garcia"
2023,"Athletic Club","La Liga","Raúl García","ESP","FW,MF","36",1986,10.7,2,52,14,26.9,4.84,1.3,0.04,0.14,14.6,0,0,0,5.2,5.2,0.1,-3.2,-3.2,"https://fbref.com/en/players/b418dbd4/Raul-Garcia"
2023,"Athletic Club","La Liga","Gorka Guruzeta","ESP","FW","25",1996,15.8,6,51,17,33.3,3.23,1.08,0.12,0.35,12.7,2,0,0,6.1,6.1,0.12,-0.1,-0.1,"https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta"
2023,"Athletic Club","La Liga","Ander Herrera","ESP","MF","32",1989,7.7,0,10,1,10,1.29,0.13,0,0,20.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5,"https://fbref.com/en/players/436a9dd0/Ander-Herrera"
2023,"Athletic Club","La Liga","Iñigo Lekue","ESP","DF","29",1993,14.7,0,9,1,11.1,0.61,0.07,0,0,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,"https://fbref.com/en/players/59b7d823/Inigo-Lekue"
2023,"Athletic Club","La Liga","Óscar de Marcos","ESP","DF","33",1989,31.3,1,4,2,50,0.13,0.06,0.25,0.5,20.3,0,0,0,0.4,0.4,0.1,0.6,0.6,"https://fbref.com/en/players/9f323c71/Oscar-de-Marcos"
2023,"Athletic Club","La Liga","Iñigo Martínez","ESP","DF","31",1991,14.9,1,10,2,20,0.67,0.13,0.1,0.5,15.1,3,0,0,0.8,0.8,0.08,0.2,0.2,"https://fbref.com/en/players/3fc45c73/Inigo-Martinez"
2023,"Athletic Club","La Liga","Jon Morcillo","ESP","FW,MF","23",1998,0.8,0,1,0,0,1.18,0,0,NA,10.3,0,0,0,0.1,0.1,0.15,-0.1,-0.1,"https://fbref.com/en/players/b7d7f3bf/Jon-Morcillo"
2023,"Athletic Club","La Liga","Iker Muniain","ESP","MF,FW","29",1992,18.8,0,28,7,25,1.49,0.37,0,0,18.1,1,0,0,3,3,0.11,-3,-3,"https://fbref.com/en/players/c05dfb74/Iker-Muniain"
2023,"Athletic Club","La Liga","Aitor Paredes","ESP","DF","22",2000,9.5,0,8,3,37.5,0.84,0.31,0,0,12.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/b906757a/Aitor-Paredes"
2023,"Athletic Club","La Liga","Oihan Sancet","ESP","MF","22",2000,28.1,10,56,19,33.9,1.99,0.68,0.14,0.42,17.6,0,2,2,7.6,6,0.11,2.4,2,"https://fbref.com/en/players/bdb624a3/Oihan-Sancet"
2023,"Athletic Club","La Liga","Unai Simón","ESP","GK","25",1997,30.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
2023,"Athletic Club","La Liga","Unai Vencedor Paris","ESP","MF","21",2000,2.1,0,3,1,33.3,1.4,0.47,0,0,16.3,0,0,0,0.5,0.5,0.16,-0.5,-0.5,"https://fbref.com/en/players/4112ace5/Unai-Vencedor-Paris"
2023,"Athletic Club","La Liga","Mikel Vesga","ESP","MF","29",1993,28.6,3,25,3,12,0.87,0.1,0.04,0.33,21.9,0,2,3,3.9,1.5,0.06,-0.9,-0.5,"https://fbref.com/en/players/b0fce72c/Mikel-Vesga"
2023,"Athletic Club","La Liga","Asier Villalibre","ESP","FW","24",1997,1.1,0,4,1,25,3.71,0.93,0,0,11.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,"https://fbref.com/en/players/57be54ec/Asier-Villalibre"
2023,"Athletic Club","La Liga","Daniel Vivian","ESP","DF","23",1999,26.4,1,13,2,15.4,0.49,0.08,0.08,0.5,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,"https://fbref.com/en/players/ab7bf91d/Daniel-Vivian"
2023,"Athletic Club","La Liga","Iñaki Williams","GHA","FW","28",1994,31.5,10,83,32,38.6,2.63,1.02,0.11,0.28,15.1,0,1,2,10.7,9.1,0.11,-0.7,-0.1,"https://fbref.com/en/players/6a99e0b1/Inaki-Williams"
2023,"Athletic Club","La Liga","Nico Williams","ESP","FW","20",2002,29.5,6,61,20,32.8,2.07,0.68,0.1,0.3,17.7,1,0,0,4.9,4.9,0.08,1.1,1.1,"https://fbref.com/en/players/afdc14d7/Nico-Williams"
2023,"Athletic Club","La Liga","Oier Zarraga","ESP","MF","23",1999,9.5,0,18,5,27.8,1.9,0.53,0,0,24.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,"https://fbref.com/en/players/968a1c2f/Oier-Zarraga"
2023,"Atlético Madrid","La Liga","Pablo Barrios","ESP","MF","19",2003,8,0,12,3,25,1.49,0.37,0,0,21.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"https://fbref.com/en/players/45736cec/Pablo-Barrios"
2023,"Atlético Madrid","La Liga","Yannick Carrasco","BEL","DF,MF","28",1993,25.7,7,66,21,31.8,2.56,0.82,0.09,0.29,17.2,2,1,1,8,7.2,0.11,-1,-1.2,"https://fbref.com/en/players/de39485a/Yannick-Carrasco"
2023,"Atlético Madrid","La Liga","Ángel Correa","ARG","FW,MF","27",1995,16.2,9,43,18,41.9,2.66,1.11,0.21,0.5,15.3,0,0,0,7.2,7.2,0.17,1.8,1.8,"https://fbref.com/en/players/01eb744d/Angel-Correa"
2023,"Atlético Madrid","La Liga","Matheus Cunha","BRA","FW,MF","23",1999,4.2,0,12,8,66.7,2.86,1.91,0,0,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4,"https://fbref.com/en/players/dc62b55d/Matheus-Cunha"
2023,"Atlético Madrid","La Liga","Rodrigo De Paul","ARG","MF","28",1994,21.4,2,21,5,23.8,0.98,0.23,0.1,0.4,24.5,1,0,0,1.6,1.6,0.07,0.4,0.4,"https://fbref.com/en/players/162efffd/Rodrigo-De-Paul"
2023,"Atlético Madrid","La Liga","Matt Doherty","IRL","DF","30",1992,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d557d734/Matt-Doherty"
2023,"Atlético Madrid","La Liga","Felipe","BRA","DF","33",1989,2.2,0,1,0,0,0.46,0,0,NA,10.6,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/51a3c4c8/Felipe"
2023,"Atlético Madrid","La Liga","João Félix","POR","FW,MF","22",1999,7.2,4,26,12,46.2,3.6,1.66,0.15,0.33,18.9,1,0,0,2.8,2.8,0.11,1.2,1.2,"https://fbref.com/en/players/8aafd64f/Joao-Felix"
2023,"Atlético Madrid","La Liga","Antonio Gomis","ESP","GK","19",2003,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f0f4671c/Antonio-Gomis"
2023,"Atlético Madrid","La Liga","Ivo Grbić","CRO","GK","26",1996,10.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/3f034750/Ivo-Grbic"
